county,year,zhvi,seasonality_score,median_income,median_rent,pct_age_25_34,pct_bachelors_plus,zhvi_next,target_growth,lagged_growth,predicted_zhvi_next,predicted_growth,opportunity_score
Onondaga County,2023,212564.086075,0.0471754343156722,74740.0,1067.0,0.1206099942537387,0.3813416842183054,236618.9125583333,0.11316505496062929,0.09155657236727299,232227.34,0.0925050794707725,0.04351867767452188
Onondaga County,2024,236618.9125583333,0.042076174341707,76945.0,1108.0,0.1190480738821002,0.3921619285764814,253318.085825,0.0705741273430536,0.11316505496062929,252895.67,0.06878891945145765,0.029071606621680856
Onondaga County,2025,253318.085825,0.0205051812572595,76945.0,1108.0,0.1190480738821002,0.3921619285764814,260844.1761,0.029710039259491648,0.0705741273430536,266272.0,0.051136949550254295,0.020186852977241147
Ontario County,2022,244407.40875000003,0.0689506132375372,76603.0,1061.0,0.107874394414363,0.3723877612238776,261637.61085833333,0.07049787155166708,0.11449669021765001,263783.56,0.07927809491986182,0.03243686241972884
Ontario County,2023,261637.61085833333,0.0409503668090011,79814.0,1126.0,0.1078154886348472,0.3717133848101894,279562.10000000003,0.06850883969954966,0.07049787155166708,280741.2,0.07301540699364711,0.027907076033186276
Ontario County,2024,279562.10000000003,0.0296158328581764,82324.0,1150.0,0.1091320754716981,0.3797148595862137,292483.1610583333,0.04621892974166834,0.06850883969954966,293015.44,0.04812289469853018,0.01721366905547289
Ontario County,2025,292483.1610583333,0.0077725125456195,82324.0,1150.0,0.1091320754716981,0.3797148595862137,300873.8021,0.028687603796764334,0.04621892974166834,304246.8,0.040219927188630676,0.01375119410057564
Orange County,2022,374578.4822083334,0.0610565889542017,91806.0,1494.0,0.1255043777119258,0.3156118966357874,393514.9543166666,0.0505540841446442,0.1458839530593458,393670.0,0.05096800456639225,0.013606762531021421
Orange County,2023,393514.9543166666,0.0168290904767049,96497.0,1602.0,0.1275876584786054,0.3224233660181261,422911.3981666667,0.07470222802852976,0.0505540841446442,420529.12,0.06864839667972253,0.017444927041954363
Orange County,2024,422911.3981666667,0.0260485459590139,97178.0,1680.0,0.1281872823499321,0.3254683183453582,439216.6155083333,0.038554688789070785,0.07470222802852976,439362.53,0.03889971553060396,0.009198076878333232
Orange County,2025,439216.6155083333,0.0077309400194719,97178.0,1680.0,0.1281872823499321,0.3254683183453582,447341.7418,0.018499132329643266,0.038554688789070785,458162.1,0.04313470295230038,0.009820826769583351
Orleans County,2022,154940.790275,0.0717295059259403,61069.0,840.0,0.1179137192388163,0.1779906589847611,163162.982625,0.05306667363324185,0.10248393127237229,163313.83,0.05404024230894219,0.03487799578989348
Orleans County,2023,163162.982625,0.040046789726495,63838.0,877.0,0.1146500025197802,0.1750077179021027,174577.6792916667,0.06995886250070127,0.05306667363324185,174890.64,0.07187695279482512,0.044052242511416345
Orleans County,2024,174577.6792916667,0.029053269469717,65969.0,874.0,0.1163401333064027,0.1792414216522273,179980.5427,0.03094819125935765,0.06995886250070127,182275.36,0.04409315162491539,0.025257038473543353
Orleans County,2025,179980.5427,0.0039745304151427,65969.0,874.0,0.1163401333064027,0.1792414216522273,186145.9212,0.034255805697156735,0.03094819125935765,193081.47,0.0727907909014212,0.040443700085265495
Oswego County,2022,155760.24413333333,0.0639588969677574,65054.0,899.0,0.1116260155713886,0.2143248561536354,162454.25775000002,0.042976393969545314,0.10450908860745799,163313.83,0.048494941913423566,0.031134351504939282
Oswego County,2023,162454.25775000002,0.0376124476379097,68461.0,943.0,0.1116367798550171,0.2192422148344602,178193.1509,0.09688199846519557,0.042976393969545314,175141.3,0.07809607024596424,0.04807265215919786
Oswego County,2024,178193.1509,0.0482725100283121,69183.0,967.0,0.1117139877747916,0.2163831925267036,185249.91246666663,0.03960175534819966,0.09688199846519557,186089.27,0.044312111240634625,0.024867460402842354
Oswego County,2025,185249.91246666663,-0.0032242244959881,69183.0,967.0,0.1117139877747916,0.2163831925267036,190039.7017,0.025855824542941334,0.03960175534819966,196873.0,0.06274274237740757,0.03386924265818335
Otsego County,2022,179575.36525,0.060382849182181,65778.0,927.0,0.0887261637454338,0.3369587314494816,187930.897525,0.04652939039476633,0.10139810338848312,189639.03,0.05604146195659762,0.03120776721159843
Otsego County,2023,187930.897525,0.0282352669392707,67086.0,942.0,0.0909638755900766,0.3385222929936305,198414.3741,0.055783677474351374,0.04652939039476633,200428.2,0.06649947275613637,0.035385066336571985
Otsego County,2024,198414.3741,0.0278988250460751,68885.0,987.0,0.0943135689092966,0.3438669756308726,199928.41753333333,0.007630714459075774,0.055783677474351374,207584.27,0.046215862971593115,0.02329259822088319
Otsego County,2025,199928.41753333333,-0.0005999114538877,68885.0,987.0,0.0943135689092966,0.3438669756308726,197647.0396,-0.011410973794923231,0.007630714459075774,207452.53,0.03763403826978327,0.018823756389463084
Putnam County,2022,447593.4599083333,0.0518010092985581,120970.0,1691.0,0.1053582732637683,0.4282623451552689,468216.7753833334,0.04607599824899967,0.09977861280673243,467173.47,0.043745073589048084,0.009773394275690944
Putnam County,2023,468216.7753833334,0.0245179788395774,127405.0,1824.0,0.1035739070090215,0.4354383055278359,507240.7353,0.08334592429909701,0.04607599824899967,507879.12,0.08470937331152795,0.018091913354060327
Putnam County,2024,507240.7353,0.0305279203811707,126257.0,1775.0,0.1060576717257688,0.4549310562049415,530622.0452833333,0.04609509520071323,0.08334592429909701,524546.94,0.034118320938409066,0.006726258079061866
Putnam County,2025,530622.0452833333,0.0085281325439406,126257.0,1775.0,0.1060576717257688,0.4549310562049415,542476.0388,0.022339805935384927,0.04609509520071323,524632.7,-0.011287427344137535,-0.002127206633133844
Queens County,2022,713942.1349666667,0.0168640687032983,82431.0,1847.0,0.1313565675742303,0.3476881829544397,680343.887475,-0.04706018295619346,0.042130749634536155,678266.44,-0.049970012581387085,-0.006999168438730702
Queens County,2023,680343.887475,-0.0251924495290662,84961.0,1915.0,0.1287596711591314,0.3526114601669068,683248.6743166667,0.004269586153625015,-0.04706018295619346,682536.4,0.003222616628683343,0.00047367466482922747
Queens County,2024,683248.6743166667,0.0204671736219378,86136.0,1956.0,0.1267195052026386,0.3613528896749841,712261.0322833332,0.042462369935342394,0.004269586153625015,705203.0,0.03213226239376223,0.0047028649453141605
Queens County,2025,712261.0322833332,0.0140707332963637,86136.0,1956.0,0.1267195052026386,0.3613528896749841,730362.8554,0.025414591415505033,0.042462369935342394,742918.8,0.0430428997616021,0.006043135565568873
Rensselaer County,2022,257948.6096,0.0525440918632824,83734.0,1141.0,0.1181660587910005,0.3536093839573135,267928.0859416667,0.03868784699844602,0.10357659080810278,266778.8,0.034232411307403315,0.013271019898299662
Rensselaer County,2023,267928.0859416667,0.0174974973814773,86663.0,1182.0,0.1172875309496635,0.3727220630372493,283304.41725833336,0.05738977032820073,0.03868784699844602,284278.44,0.06102514971832076,0.022776690059886875
Rensselaer County,2024,283304.41725833336,0.0275105122909888,87915.0,1217.0,0.1172255070728238,0.3755406308238686,297255.10926666664,0.04924276205553206,0.05738977032820073,298156.97,0.052426120409281254,0.018505225197910022
Rensselaer County,2025,297255.10926666664,0.0131878939595559,87915.0,1217.0,0.1172255070728238,0.3755406308238686,304815.2316,0.02543311148455719,0.04924276205553206,304246.8,0.023520884975138063,0.007912693252998908
Richmond County,2022,640218.444975,0.0312573992189237,96185.0,1602.0,0.1223938733072982,0.3533407420518281,646377.4217833333,0.009620117721809478,0.07958342264946944,645383.2,0.008067156711177992,0.0012600631510223058
Richmond County,2023,646377.4217833333,0.0084305905719167,98290.0,1689.0,0.1212459460885589,0.3577553761884358,662983.1401666667,0.025690436923862223,0.009620117721809478,662084.25,0.02429977856177603,0.003759379233070018
Richmond County,2024,662983.1401666667,0.0172794167485231,98333.0,1733.0,0.119885403955099,0.3570382265505164,688302.0749583333,0.03818940974170425,0.025690436923862223,683630.75,0.031143491564721706,0.004697478665429195
Richmond County,2025,688302.0749583333,0.0113686595622734,98333.0,1733.0,0.119885403955099,0.3570382265505164,708411.6761,0.029216243671623548,0.03818940974170425,705203.0,0.024554517059519,0.003567404189651095
Rockland County,2022,593770.3963166666,0.0548184766044142,106173.0,1755.0,0.1363962457681886,0.4246352001304312,627886.3778666666,0.05745652151341924,0.12174398041712385,626491.44,0.05510722896646864,0.009280898695575778
Rockland County,2023,627886.3778666666,0.0182344016363947,110631.0,1826.0,0.1388521726815682,0.4211961993154166,687389.3304666666,0.09476707044062607,0.05745652151341924,677146.25,0.07845348118667708,0.012494853201503424
Rockland County,2024,687389.3304666666,0.0329930983172495,109959.0,1901.0,0.1398109879695685,0.4270867180183108,712074.0266999999,0.03591079340229932,0.09476707044062607,708233.25,0.030323309672529417,0.004411373340919187
Rockland County,2025,712074.0266999999,0.0070593683995321,109959.0,1901.0,0.1398109879695685,0.4270867180183108,726311.4031,0.01999423636609953,0.03591079340229932,746670.0,0.0485847987748267,0.006822998305384856
Saint Lawrence County,2022,118263.92619166667,0.0564224635904924,58339.0,788.0,0.1109505843379037,0.2347970846215184,120786.157525,0.021327140190201595,0.11022137999520654,125134.42,0.058094601664065576,0.04912284204898919
Saint Lawrence County,2023,120786.157525,0.0201206468445801,61900.0,799.0,0.1093547070392222,0.2464004270322662,127384.416925,0.05462761242847141,0.021327140190201595,129850.91,0.07504791037933134,0.06213287343278399
Saint Lawrence County,2024,127384.416925,0.0158945393327388,62850.0,818.0,0.1089567828698263,0.2531087100082899,131697.21536666667,0.033856562252868934,0.05462761242847141,134055.11,0.0523666285957685,0.04110913238830488
Saint Lawrence County,2025,131697.21536666667,0.0082210671195527,62850.0,818.0,0.1089567828698263,0.2531087100082899,133574.0363,0.014251029743551968,0.033856562252868934,139682.8,0.06063591766993827,0.046041913263783076
Saratoga County,2022,373562.1506333333,0.0504466096024925,97038.0,1305.0,0.1129362580819877,0.4340602406111875,392029.43483333336,0.0494356405451966,0.10886988097598209,393201.47,0.05257309415145619,0.014073453122144286
Saratoga County,2023,392029.43483333336,0.0235627786509749,99653.0,1347.0,0.1121628176737319,0.4376616898107867,414423.2128416667,0.05712269543702451,0.0494356405451966,413899.56,0.055786953028066535,0.01423029703159501
Saratoga County,2024,414423.2128416667,0.0218148240043157,100787.0,1394.0,0.1098940759765657,0.4539218387637482,430329.2369666667,0.03838111291096284,0.05712269543702451,429481.38,0.03633522855797743,0.008767662484161947
Saratoga County,2025,430329.2369666667,0.0067277753811281,100787.0,1394.0,0.1098940759765657,0.4539218387637482,440173.87,0.022876979269934785,0.03838111291096284,439921.12,0.02228964989909872,0.005179673604381493
Schenectady County,2022,243240.74375,0.0453098955979121,75056.0,1092.0,0.1223102347488507,0.3424142961342086,256873.057625,0.05604453293816239,0.1010373070293198,258672.28,0.06344141718239589,0.026081739516304162
Schenectady County,2023,256873.057625,0.0237957906424548,76989.0,1159.0,0.1238009310601931,0.3505889843998726,274520.7321,0.06870192864198027,0.05604453293816239,267102.12,0.039821487973772135,0.015502399645160972
Schenectady County,2024,274520.7321,0.0310635480632733,79623.0,1194.0,0.1224363810960971,0.3610265489923307,285772.80694166664,0.04098806948237268,0.06870192864198027,289834.7,0.05578433105162179,0.020320625923182064
Schenectady County,2025,285772.80694166664,0.0117553470378702,79623.0,1194.0,0.1224363810960971,0.3610265489923307,293276.1713,0.02625639730607738,0.04098806948237268,297805.62,0.04210623882344956,0.014734165673098664
Schoharie County,2022,191953.5611833333,0.0634103229260636,71479.0,883.0,0.0955622288955622,0.2496164396299223,201524.80344166665,0.04986228022720517,0.11724656189042555,202053.69,0.052617551111855336,0.02741160455033222
Schoharie County,2023,201524.80344166665,0.0172218633498582,71188.0,916.0,0.0947329797524934,0.250127545104587,218687.87994166664,0.08516607487955208,0.04986228022720517,215212.89,0.06792259289956586,0.03370433402716441
Schoharie County,2024,218687.87994166664,0.0372100541924326,70133.0,909.0,0.0943791806715697,0.2619475551868749,231667.7552,0.05935342764215216,0.08516607487955208,229794.4,0.050787114088334195,0.02322356140718968
Schoharie County,2025,231667.7552,0.0097176367975743,70133.0,909.0,0.0943791806715697,0.2619475551868749,236741.7048,0.021901837809148818,0.05935342764215216,246909.78,0.06579260906137525,0.028399553923495368
Schuyler County,2022,210729.63011666667,0.0521586012228876,61316.0,808.0,0.1036684402128255,0.2448242113980275,216964.673525,0.029587881898152642,0.10163102404864609,216691.11,0.028289705890115535,0.013424645539620342
Schuyler County,2023,216964.673525,0.0206904466065935,65625.0,858.0,0.099329539692377,0.2536445350857315,225807.56239166667,0.04075727501162876,0.029587881898152642,226355.98,0.043284976754143736,0.019950241691837532
Schuyler County,2024,225807.56239166667,0.0304162731055902,67663.0,899.0,0.0979956724746612,0.2638369341171082,228693.11645833333,0.012778819434141121,0.04075727501162876,229794.4,0.017655935948761945,0.00781901888570829
Schuyler County,2025,228693.11645833333,-0.007330165865679,67663.0,899.0,0.0979956724746612,0.2638369341171082,229098.0425,0.0017706087876084176,0.012778819434141121,235653.61,0.030435952880701743,0.013308644069419121
Seneca County,2022,175328.21929166667,0.0426592325057263,64050.0,871.0,0.1245728210157201,0.2214754098360655,182965.976475,0.043562623371127554,0.11924709315051973,183651.9,0.047474884487855834,0.02707772010669837
Seneca County,2023,182965.976475,0.0310738865235277,66007.0,925.0,0.1244075471698113,0.2413620011712541,195252.40266666663,0.06715142579169857,0.043562623371127554,195537.22,0.06870808724767306,0.03755238464079203
Seneca County,2024,195252.40266666663,0.0370949140045877,68089.0,957.0,0.1195321992709599,0.2524218684188358,202907.7133833333,0.039207254876836246,0.06715142579169857,206267.88,0.05641657763432953,0.028894178439710913
Seneca County,2025,202907.7133833333,0.0040420206540375,68089.0,957.0,0.1195321992709599,0.2524218684188358,208464.4747,0.027385658356756822,0.039207254876836246,215068.22,0.05993121288441647,0.02953619253063801
Steuben County,2022,146748.854175,0.0650477174868623,62506.0,832.0,0.1129359719610189,0.2585234535966192,151765.81765833334,0.034187411626059844,0.10953623438945295,154625.81,0.053676455392330596,0.03657708654291822
Steuben County,2023,151765.81765833334,0.0191046468652157,64740.0,878.0,0.1132381709912505,0.2602120974076983,157036.681225,0.034730241947714686,0.034187411626059844,158149.11,0.042060141177753266,0.027713843490397967
Steuben County,2024,157036.681225,0.022598678807174,65887.0,894.0,0.1121419622413271,0.2634250560640039,158619.98229166667,0.010082364542575469,0.034730241947714686,163594.55,0.041760088145291176,0.026592569213467962
Steuben County,2025,158619.98229166667,-0.0125567300205494,65887.0,894.0,0.1121419622413271,0.2634250560640039,159843.1092,0.007711051852750021,0.010082364542575469,163594.55,0.03136152527230909,0.019771484537580052
Suffolk County,2022,591467.4064416667,0.0373037124358319,122498.0,2113.0,0.1135864809516125,0.390263741865835,604265.2422666667,0.021637432064081554,0.0971686989238806,604328.56,0.021744488230902675,0.003676362888991622
Suffolk County,2023,604265.2422666667,0.0146985169055555,128329.0,2190.0,0.1147514550888784,0.3986180066483671,650939.8606416667,0.07724193799384892,0.021637432064081554,648660.2,0.07346930143922038,0.012158452331897957
Suffolk County,2024,650939.8606416667,0.0238113730254722,130686.0,2255.0,0.1150393491862868,0.4021758027014389,676176.0245583333,0.03876881021203708,0.07724193799384892,676467.7,0.0392168745560752,0.006024654031390396
Suffolk County,2025,676176.0245583333,0.0029440968195951,130686.0,2255.0,0.1150393491862868,0.4021758027014389,688223.9469,0.017817730744795555,0.03876881021203708,682723.5,0.009683093164894997,0.0014320373413446341
Sullivan County,2022,257756.85339166663,0.0918770147691965,67841.0,996.0,0.1241282946967291,0.2776837785297718,272447.67335,0.05699487623714265,0.20279971267239136,264840.7,0.027482621762026788,0.01066222736676041
Sullivan County,2023,272447.67335,0.0325597496212813,69826.0,999.0,0.1237444249308249,0.2968562256774448,292407.29606666666,0.07326038967866512,0.05699487623714265,289743.66,0.0634836872979301,0.023301240387681988
Sullivan County,2024,292407.29606666666,0.0319431464003747,72382.0,1106.0,0.1233552012644096,0.3010386787578613,302068.6629083333,0.03304078582041918,0.07326038967866512,303921.16,0.03937610428403354,0.01346618392006747
Sullivan County,2025,302068.6629083333,-0.0042575128991715,72382.0,1106.0,0.1233552012644096,0.3010386787578613,304741.2131,0.00884749237453247,0.03304078582041918,307492.56,0.017955849969490737,0.0059442941868285346
Tioga County,2022,163395.3685,0.0526534572844377,70427.0,894.0,0.1038805229190799,0.2631594094454197,168940.09639166665,0.033934425085412626,0.08346283139056501,175141.3,0.07188654417092605,0.04399546011056369
Tioga County,2023,168940.09639166665,0.0206130616317361,71791.0,914.0,0.103043279424604,0.2559988435964151,178860.42818333334,0.058721002317103144,0.033934425085412626,179940.33,0.06511320857678853,0.0385421874188065
Tioga County,2024,178860.42818333334,0.033919324637042,72739.0,928.0,0.1038985458799933,0.2526552759178019,185626.83831666663,0.03783067166985462,0.058721002317103144,187871.31,0.05037941823235733,0.028166888978213803
Tioga County,2025,185626.83831666663,0.0073876555547598,72739.0,928.0,0.1038985458799933,0.2526552759178019,189112.0555,0.01877539484558701,0.03783067166985462,197017.67,0.06136415219711596,0.033057801745474395
Tompkins County,2022,283011.44056666666,0.061391635593661,69995.0,1320.0,0.096192287065477,0.574874092484793,298042.1327083333,0.05310983934632142,0.12621142383532627,297577.5,0.05146809402534431,0.018185870480108876
Tompkins County,2023,298042.1327083333,0.0341076394194745,73012.0,1374.0,0.0940619562787352,0.5924992684592125,318574.3127666667,0.06889019304672053,0.05310983934632142,317419.8,0.06501657874871622,0.02181455962548155
Tompkins County,2024,318574.3127666667,0.0262684421441499,74024.0,1411.0,0.0945215569606933,0.5875970259008089,330043.85185833334,0.03600271155592908,0.06889019304672053,332100.72,0.042459185945856355,0.013327874924101217
Tompkins County,2025,330043.85185833334,0.0028315152432931,74024.0,1411.0,0.0945215569606933,0.5875970259008089,335080.3834,0.01526018895158367,0.03600271155592908,340523.7,0.03175285824189504,0.009620799800726028
Ulster County,2022,354895.2886583333,0.0665794171095307,77197.0,1269.0,0.1110934214643733,0.3558729211723469,372926.55525,0.050807286452951,0.14287986060061086,372006.78,0.04821560933185666,0.013585869092298673
Ulster County,2023,372926.55525,0.0249816998007448,81804.0,1335.0,0.1109720002855432,0.3705043737204541,403130.83969166665,0.08099258155917198,0.050807286452951,399340.4,0.07082856028392209,0.01899262985883119
Ulster County,2024,403130.83969166665,0.0349033611894971,86271.0,1425.0,0.1102294072869261,0.3822150112239681,417027.160275,0.034470993571124146,0.08099258155917198,416411.38,0.03294348633433979,0.008171909239078934
Ulster County,2025,417027.160275,0.0050278259387627,86271.0,1425.0,0.1102294072869261,0.3822150112239681,422286.3436,0.012611129024622735,0.034470993571124146,431137.25,0.03383494186732447,0.008113366487931557
Warren County,2022,299838.449825,0.0587394366051762,74531.0,1062.0,0.1089458620059679,0.338419706992411,317683.67326666665,0.059516127608323595,0.1297496423040375,317603.03,0.05924717605553336,0.019759699294774512
Warren County,2023,317683.67326666665,0.0404544950914534,78239.0,1089.0,0.1063453325198291,0.3461538461538461,337956.8292833333,0.06381554270070781,0.059516127608323595,334670.22,0.0534699983435242,0.016831207532230018
Warren County,2024,337956.8292833333,0.0287879573310482,78442.0,1105.0,0.1073919746020116,0.3643598267351667,344039.4781916667,0.017998301502686512,0.06381554270070781,343179.22,0.015452830107742468,0.004572427235902151
Warren County,2025,344039.4781916667,0.0019155336099242,78442.0,1105.0,0.1073919746020116,0.3643598267351667,352306.7829,0.024030104776892807,0.017998301502686512,343828.25,-0.0006139649809288336,-0.00017845771193350946
Washington County,2022,204710.51525000003,0.0542398844300842,68703.0,964.0,0.1088892513456206,0.2112878285840512,213852.3961583333,0.04465760294320425,0.10079519885983092,215068.22,0.05059683176191885,0.02471628372393481
Washington County,2023,213852.3961583333,0.0256626005620393,72342.0,1000.0,0.1042819834765041,0.212296676096181,227371.06555833333,0.06321495406575202,0.04465760294320425,228476.73,0.06838519688991028,0.03197775574105742
Washington County,2024,227371.06555833333,0.0307350365623882,73495.0,1033.0,0.1087373186609827,0.2237207457358191,230963.419275,0.015799520083372376,0.06321495406575202,232869.22,0.02418141102591653,0.010635219114858154
Washington County,2025,230963.419275,0.0016020301167084,73495.0,1033.0,0.1087373186609827,0.2237207457358191,233168.4515,0.009547105909332545,0.015799520083372376,249019.98,0.07817932881613902,0.03384922558799394
Wayne County,2022,181584.39418333332,0.068103389053515,71007.0,877.0,0.1126428978143752,0.2499923352852806,194727.0042333333,0.07237742047772451,0.08579502573519834,193476.8,0.06549242706209507,0.036067211258238335
Wayne County,2023,194727.0042333333,0.0459909685742104,73914.0,929.0,0.1105368273198138,0.2553233800403842,212819.67619166663,0.09291300931561407,0.07237742047772451,206652.66,0.061242928599551986,0.03145066029268705
Wayne County,2024,212819.67619166663,0.0437836099861659,74506.0,938.0,0.1131872120005718,0.2559953594162634,225534.66481666663,0.05974536214193281,0.09291300931561407,226846.75,0.06591060591456077,0.03097016549127784
Wayne County,2025,225534.66481666663,0.0101336414485175,74506.0,938.0,0.1131872120005718,0.2559953594162634,231047.6808,0.024444206782202698,0.05974536214193281,230034.52,0.019951925403534868,0.00884650056777456
Westchester County,2022,702212.63125,0.0415424697003991,114651.0,1796.0,0.111461623562988,0.5175983794298079,725313.303,0.03289697553414663,0.07912268298358191,721282.7,0.027157096584909977,0.0038673608785088306
Westchester County,2023,725313.303,0.0187090803945944,118411.0,1876.0,0.111515034788261,0.5251003296031853,770970.2597666667,0.0629479103413973,0.03289697553414663,769352.44,0.06071739525229699,0.008371195592464818
Westchester County,2024,770970.2597666667,0.0227178107266146,118976.0,1951.0,0.111660066201383,0.5311677947987175,802318.0177916667,0.04066013912714007,0.0629479103413973,795004.8,0.031174422656209004,0.004043531155876741
Westchester County,2025,802318.0177916667,0.0070481304721866,118976.0,1951.0,0.111660066201383,0.5311677947987175,827766.1954,0.03171831748011582,0.04066013912714007,803139.0,0.001023262833599366,0.00012753830911286737
Wyoming County,2022,174457.87365,0.0613176049737959,65066.0,787.0,0.1297783727502603,0.1822371319169123,178236.1875166667,0.021657456826779872,0.1011365038582436,180180.36,0.03280153314536289,0.01880197921658143
Wyoming County,2023,178236.1875166667,0.0151170403195173,68913.0,782.0,0.1250375187593796,0.1823148522865236,188801.24764166668,0.05927561777549837,0.021657456826779872,187616.72,0.05262977941814509,0.029528111070723916
Wyoming County,2024,188801.24764166668,0.0284193792436737,69110.0,802.0,0.1297512137448746,0.1815733665466051,192670.7017,0.02049485428018632,0.05927561777549837,199442.88,0.056364179216286156,0.029853711201772326
Wyoming County,2025,192670.7017,-0.0052546989367396,69110.0,802.0,0.1297512137448746,0.1815733665466051,192160.4937,-0.002648082949292613,0.02049485428018632,201126.33,0.04388641526912545,0.022777939189456666
Yates County,2022,252468.93946666663,0.0617104718157025,63974.0,773.0,0.1101849229150649,0.2403559058879732,262350.48079166666,0.03913963177361342,0.11035748455575516,260839.45,0.03315462755939735,0.013132160981638193
Yates County,2023,262350.48079166666,0.0332810404571289,67521.0,802.0,0.1160855623655477,0.2502694933524973,281197.5915583333,0.07183943673285356,0.03913963177361342,278964.5,0.06332757294059081,0.024138538930629762
Yates County,2024,281197.5915583333,0.0402002594419275,69701.0,834.0,0.1180787735464405,0.2549240626483151,295971.5519083333,0.052539427055993154,0.07183943673285356,293866.28,0.045052625171715315,0.016021696673162767
Yates County,2025,295971.5519083333,-0.0029063912156162,69701.0,834.0,0.1180787735464405,0.2549240626483151,298935.2685,0.010013518436341448,0.052539427055993154,301269.56,0.017900404810890575,0.006048015322916774
